id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"2079,""Ploskums"",""13952"",""2852"",""57.4630355"",""27.3016125"",""Kreisā"",""P40"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2080,""Ploskums"",""13953"",""2852"",""57.4630549"",""27.3029829"",""Labā"",""P40"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2081,""Pluciški"",""14092"",""2997"",""56.0655497"",""27.7208093"",""Kreisā"",""V619"","""",""Dagdas novads"",""Bērziņu pagasts"","""""
"2082,""Pluciški"",""14093"",""2997"",""56.0656927"",""27.7229103"",""Labā"",""V619"","""",""Dagdas novads"",""Bērziņu pagasts"","""""
"2083,""Pluģi"",""14579"",""3913"",""56.8249803"",""22.9369020"",""Kreisā"",""V1153"","""",""Tukuma novads"",""Irlavas pagasts"","""""
"2084,""Plunči"",""13404"",""1724"",""56.8450310"",""25.3096388"",""Kreisā"",""V977"","""",""Ogres novads"",""Madlienas pagasts"","""""
"2085,""Plunči"",""13405"",""1724"",""56.8467734"",""25.3107031"",""Labā"",""V977"","""",""Ogres novads"",""Madlienas pagasts"","""""
"2087,""Katlakalns"",""14755"",""4129"",""56.8719657"",""24.1712124"",""Labā"",""P137"","""",""Ķekavas novads"",""Ķekavas pagasts"","""""
"2088,""Katlakalns"",""14756"",""4129"",""56.8721960"",""24.1711428"",""Kreisā"",""P137"","""",""Ķekavas novads"",""Ķekavas pagasts"","""""
"2089,""Pļavu iela"",""15747"",""6512"",""56.8823215"",""23.9416675"",""Kreisā"","""",""Mazcenu aleja"",""Mārupes novads"","""",""Jaunmārupe"""
"2090,""Pļavu iela"",""15748"",""6512"",""56.8826360"",""23.9402192"",""Labā"","""",""Mazcenu aleja"",""Mārupes novads"","""",""Jaunmārupe"""
"2091,""Pļavu iela"",""15085"",""4950"",""56.6871263"",""23.7897008"",""Kreisā"",""P100"",""Rīgas iela 20"",""Ozolnieku novads"",""Ozolnieku pagasts"",""Ozolnieki"""
"2092,""Pļavu iela"",""15086"",""4950"",""56.6871851"",""23.7902837"",""Labā"",""P100"",""Rīgas iela 20"",""Ozolnieku novads"",""Ozolnieku pagasts"",""Ozolnieki"""
"2093,""Pļevna"",""14877"",""4541"",""57.5140730"",""27.4633150"",""Labā"",""P42"","""",""Alūksnes novads"",""Pededzes pagasts"","""""
"2094,""Pļevna"",""14878"",""4541"",""57.5134184"",""27.4628825"",""Kreisā"",""P42"","""",""Alūksnes novads"",""Pededzes pagasts"","""""
"2095,""Pogaskrogs"",""15062"",""4902"",""57.2015761"",""26.9043405"",""Labā"",""V420"","""",""Gulbenes novads"",""Stāmerienas pagasts"",""Lāčplēši"""
"2096,""Pogaskrogs"",""15063"",""4902"",""57.2022028"",""26.9045714"",""Kreisā"",""V420"","""",""Gulbenes novads"",""Stāmerienas pagasts"",""Lāčplēši"""
"2097,""Pokaiņi-2"",""15749"",""6514"",""56.5966198"",""23.2973529"",""Kreisā"","""","""",""Dobeles novads"",""Krimūnu pagasts"","""""
"2098,""Pokšāni"",""13308"",""1400"",""56.0347456"",""26.5203004"",""Kreisā"",""V679"","""",""Daugavpils novads"",""Vaboles pagasts"","""""
"2099,""Pokšāni"",""13309"",""1400"",""56.0350481"",""26.5204505"",""Labā"",""V679"","""",""Daugavpils novads"",""Vaboles pagasts"","""""
"2100,""Poligons"",""15750"",""6515"",""57.2371035"",""24.4598363"",""Labā"",""P6"","""",""Saulkrastu novads"","""",""VEF"""
"2101,""Poligons"",""15751"",""6515"",""57.2371856"",""24.4587269"",""Kreisā"",""P6"","""",""Saulkrastu novads"","""",""VEF"""
"2102,""Porečje"",""13410"",""1754"",""56.0870438"",""27.8761520"",""Labā"",""V621"",""Skolas iela 1"",""Dagdas novads"",""Bērziņu pagasts"",""Porečje"""
"2103,""Porečje"",""13411"",""1754"",""56.0874413"",""27.8761533"",""Kreisā"",""V621"",""Skolas iela 3"",""Dagdas novads"",""Bērziņu pagasts"",""Porečje"""
"2104,""Poruka iela"",""13479"",""1900"",""56.8153251"",""24.6267504"",""Kreisā"",""V996"",""Brīvības iela"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"2105,""Poruka iela"",""13480"",""1900"",""56.8153400"",""24.6250512"",""Labā"",""V996"",""Brīvības iela"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"2106,""Požuli"",""14385"",""3666"",""55.7553667"",""26.3978538"",""Kreisā"",""V693"","""",""Daugavpils novads"",""Medumu pagasts"","""""
"2107,""Požuli"",""14386"",""3666"",""55.7557125"",""26.3983274"",""Labā"",""V693"","""",""Daugavpils novads"",""Medumu pagasts"","""""
"2108,""Prēduļeva"",""13773"",""2526"",""57.3594458"",""27.5193535"",""Labā"",""V403"","""",""Alūksnes novads"",""Liepnas pagasts"","""""
"2109,""Prēduļeva"",""13774"",""2526"",""57.3594788"",""27.5193052"",""Kreisā"",""V403"","""",""Alūksnes novads"",""Liepnas pagasts"","""""
"2110,""Priedaine"",""15752"",""6517"",""55.8909454"",""27.1556820"",""Kreisā"","""",""J. Jaunsudrabiņa iela 11"",""Krāslavas novads"",""Krāslavas pilsēta"",""J. Jaunsudrabiņa iela"""
"2111,""Priedaines mežniecība"",""15239"",""5356"",""55.8766474"",""27.1274227"",""Kreisā"",""P69"","""",""Krāslavas novads"",""Kaplavas pagasts"","""""
"2112,""Priedaines mežniecība"",""15240"",""5356"",""55.8772308"",""27.1280771"",""Labā"",""P69"","""",""Krāslavas novads"",""Kaplavas pagasts"","""""
"2113,""Priede"",""13427"",""1790"",""56.7639585"",""25.7914387"",""Labā"",""V916"","""",""Pļaviņu novads"",""Vietalvas pagasts"","""""
"2114,""Priedes"",""14846"",""4384"",""57.6135907"",""25.2056012"",""Kreisā"",""V193"","""",""Kocēnu novads"",""Bērzaines pagasts"","""""
"2115,""Priedes"",""14847"",""4384"",""57.6136072"",""25.2055294"",""Labā"",""V193"","""",""Kocēnu novads"",""Bērzaines pagasts"","""""
"2116,""Priedkalni"",""14798"",""4311"",""57.0327559"",""26.7110328"",""Kreisā"",""V427"","""",""Gulbenes novads"",""Daukstu pagasts"","""""
"2117,""Priedkalni"",""14799"",""4311"",""57.0330324"",""26.7112622"",""Labā"",""V427"","""",""Gulbenes novads"",""Daukstu pagasts"","""""
"2118,""Priednieki"",""15171"",""5041"",""56.3479045"",""21.6883447"",""Kreisā"",""V1214"","""",""Priekules novads"",""Gramzdas pagasts"","""""
"2119,""Priednieki"",""9870"",""223"",""57.1324846"",""26.8171276"",""Kreisā"",""P36"","""",""Gulbenes novads"",""Stradu pagasts"","""""
"2120,""Priednieki"",""9811"",""223"",""57.1332170"",""26.8152101"",""Labā"",""P36"","""",""Gulbenes novads"",""Stradu pagasts"","""""
"2121,""Priednieki"",""9743"",""221"",""57.1371742"",""21.4256932"",""Kreisā"",""P111"","""",""Ventspils novads"",""Užavas pagasts"","""""
"2122,""Priekule"",""15753"",""6519"",""56.4457251"",""21.5854974"",""Kreisā"","""",""Raiņa iela 2"",""Priekules novads"",""Priekules pilsēta"",""Priekule"""
"2123,""Priekule"",""15754"",""6519"",""56.4458369"",""21.5852349"",""Labā"","""",""Raiņa iela 2"",""Priekules novads"",""Priekules pilsēta"",""Priekule"""
"2124,""Priekule"",""13379"",""1614"",""56.4462865"",""21.5844464"",""Labā"",""P114"",""P114 21"",""Priekules novads"",""Priekules pilsēta"",""Priekule"""
"2125,""Priežciems"",""15755"",""6520"",""56.9506577"",""23.9361634"",""A/V"","""",""Ziedu iela"",""Mārupes novads"","""",""Priežciems"""
"2126,""Priežkalni"",""15756"",""6522"",""56.9230734"",""23.9973144"",""Labā"","""","""",""Mārupes novads"","""","""""
"2127,""Priežkalni"",""15757"",""6522"",""56.9230973"",""23.9964874"",""Kreisā"","""","""",""Mārupes novads"","""","""""
"2128,""Priežragi"",""13186"",""1068"",""57.2807771"",""23.0571652"",""Labā"",""V1401"","""",""Talsu novads"",""Ķūļciema pagasts"","""""
"2129,""Priežragi"",""13187"",""1068"",""57.2811419"",""23.0569779"",""Kreisā"",""V1401"","""",""Talsu novads"",""Ķūļciema pagasts"","""""
"2130,""Priežukrogs"",""14967"",""4756"",""56.0688314"",""26.0775936"",""Labā"",""V822"","""",""Ilūkstes novads"",""Bebrenes pagasts"","""""
"2131,""Prīkuļi"",""14784"",""4246"",""56.3594670"",""26.6003724"",""Kreisā"",""V736"","""",""Preiļu novads"",""Saunas pagasts"",""Prīkuļi"""
"2132,""Prīkuļi"",""14785"",""4246"",""56.3595665"",""26.5988453"",""Labā"",""V736"","""",""Preiļu novads"",""Saunas pagasts"",""Prīkuļi"""
"2133,""Promi"",""14594"",""3925"",""56.3146581"",""26.4238536"",""Kreisā"",""V752"","""",""Līvānu novads"",""Sutru pagasts"","""""
"2134,""Promi"",""14595"",""3925"",""56.3147965"",""26.4235293"",""Labā"",""V752"","""",""Līvānu novads"",""Sutru pagasts"","""""
"2135,""Pubuļi"",""14498"",""3813"",""57.5007977"",""26.0811011"",""Labā"",""V244"","""",""Smiltenes novads"",""Bilskas pagasts"","""""
"2136,""Pubuļi"",""14499"",""3813"",""57.5008652"",""26.0811688"",""Kreisā"",""V244"","""",""Smiltenes novads"",""Bilskas pagasts"","""""
"2137,""Pūces"",""13885"",""2739"",""56.6578712"",""24.8978304"",""Labā"",""A6"","""",""Lielvārdes novads"",""Jumpravas pagasts"","""""
"2138,""Pūces"",""13886"",""2739"",""56.6584648"",""24.8980458"",""Kreisā"",""A6"","""",""Lielvārdes novads"",""Jumpravas pagasts"","""""
"2139,""Pūces"",""14471"",""3778"",""56.9210213"",""21.9880776"",""Labā"",""V1293"","""",""Kuldīgas novads"",""Pelču pagasts"","""""
"2140,""Pūces"",""14472"",""3778"",""56.9210313"",""21.9870791"",""Kreisā"",""V1293"","""",""Kuldīgas novads"",""Pelču pagasts"","""""
"2141,""Pučas"",""14869"",""4526"",""56.5253496"",""23.7191648"",""Labā"",""V1072"","""",""Jelgavas novads"",""Platones pagasts"","""""
"2142,""Pučas"",""14870"",""4526"",""56.5259875"",""23.7177852"",""Kreisā"",""V1072"","""",""Jelgavas novads"",""Platones pagasts"","""""
"2143,""Pudinava 2"",""14190"",""3327"",""56.7245655"",""27.7250708"",""Labā"",""P49"","""",""Kārsavas novads"",""Mērdzenes pagasts"","""""
"2144,""Pudinava 2"",""14191"",""3327"",""56.7251544"",""27.7249752"",""Kreisā"",""P49"","""",""Kārsavas novads"",""Mērdzenes pagasts"","""""
"2145,""Pūgaiņi"",""14583"",""3916"",""56.2812941"",""26.3826054"",""Kreisā"",""V678"","""",""Vārkavas novads"",""Upmalas pagasts"",""Pūgaiņi"""
"2146,""Pūgaiņi"",""14584"",""3916"",""56.2818395"",""26.3823715"",""Labā"",""V678"","""",""Vārkavas novads"",""Upmalas pagasts"",""Pūgaiņi"""
"2147,""Puķu iela"",""15758"",""6523"",""56.9615629"",""23.7182399"",""Kreisā"","""",""Mellužu prospekts"",""Jūrmala"","""","""""
"2148,""Puķu iela"",""15759"",""6523"",""56.9616578"",""23.7207370"",""Labā"","""",""Mellužu prospekts"",""Jūrmala"","""","""""
"2149,""Puķulejas"",""15760"",""6525"",""56.8863624"",""23.9877006"",""Labā"",""P132"","""",""Mārupes novads"","""",""Vētras"""
"2150,""Puķulejas"",""15761"",""6525"",""56.8872850"",""23.9921735"",""Kreisā"",""P132"","""",""Mārupes novads"","""",""Vētras"""
"2151,""Pulksteņi"",""14303"",""3556"",""56.9440804"",""27.3688155"",""Kreisā"",""V465"","""",""Balvu novads"",""Vectilžas pagasts"","""""
"2152,""Pulksteņi"",""14304"",""3556"",""56.9443172"",""27.3690999"",""Labā"",""V465"","""",""Balvu novads"",""Vectilžas pagasts"","""""
"2153,""Pullankalns"",""13206"",""1112"",""57.3969382"",""27.0471526"",""Kreisā"",""P43"","""",""Alūksnes novads"",""Alsviķu pagasts"","""""
"2154,""Pullankalns"",""13207"",""1112"",""57.3969394"",""27.0471725"",""Labā"",""P43"","""",""Alūksnes novads"",""Alsviķu pagasts"","""""
"2155,""Pumpas"",""15762"",""6530"",""56.9784137"",""23.9744760"",""Labā"","""",""Kleistu iela"",""Mārupes novads"","""",""Mežāres"""
"2156,""Pumpas"",""15763"",""6530"",""56.9789121"",""23.9765993"",""Kreisā"","""",""Kleistu iela"",""Mārupes novads"","""",""Mežāres"""
"2157,""Pumpuri"",""15764"",""6533"",""56.7747983"",""25.6302168"",""Kreisā"","""","""",""Kokneses novads"",""Iršu pagasts"","""""
"2158,""Puncene"",""13680"",""2338"",""57.4692920"",""27.3445388"",""Labā"",""P40"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2159,""Puncene"",""13682"",""2345"",""57.4692923"",""27.3458479"",""Kreisā"",""P40"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2160,""Pūņu skola"",""15765"",""6536"",""57.3458307"",""22.4913383"",""Labā"","""","""",""Talsu novads"",""Valdgales pagasts"",""Pūņas"""
"2161,""Pūņu skola"",""15766"",""6536"",""57.3459210"",""22.4912779"",""Kreisā"","""","""",""Talsu novads"",""Valdgales pagasts"",""Pūņas"""
"2162,""Pūpji"",""14245"",""3412"",""56.7647550"",""23.1289880"",""Kreisā"",""V1101"","""",""Tukuma novads"",""Lestenes pagasts"","""""
"2163,""Pūpji"",""14246"",""3412"",""56.7651604"",""23.1294947"",""Labā"",""V1101"","""",""Tukuma novads"",""Lestenes pagasts"","""""
"2164,""Pūpoli"",""13727"",""2449"",""56.4653677"",""24.8882835"",""Labā"",""V935"","""",""Vecumnieku novads"",""Kurmenes pagasts"","""""
"2165,""Pūpoli"",""13728"",""2449"",""56.4656701"",""24.8881437"",""Kreisā"",""V935"","""",""Vecumnieku novads"",""Kurmenes pagasts"","""""
"2166,""Pūpoli"",""13386"",""1661"",""56.5850301"",""23.9450086"",""Labā"",""V1071"","""",""Jelgavas novads"",""Jaunsvirlaukas pagasts"","""""
"2167,""Pūpoli"",""13387"",""1661"",""56.5856526"",""23.9445219"",""Kreisā"",""V1071"","""",""Jelgavas novads"",""Jaunsvirlaukas pagasts"","""""
"2168,""Pūpoli 2"",""15767"",""6537"",""57.5786671"",""25.5406643"",""A/V"","""","""",""Beverīnas novads"",""Brenguļu pagasts"",""Gaujmaļi"""
"2169,""Pūpolu iela"",""15768"",""6539"",""57.3224350"",""25.2953313"",""Kreisā"","""",""Valmieras iela 20-22"",""Cēsu novads"",""Cēsu pilsēta"",""Cēsis"""
"2170,""Pūpolu iela"",""15769"",""6539"",""57.3232741"",""25.2970227"",""Labā"","""",""Valmieras iela 26"",""Cēsu novads"",""Cēsu pilsēta"",""Cēsis"""
"2171,""Puriņi"",""13451"",""1829"",""56.6907506"",""24.0960514"",""Kreisā"",""V12"","""",""Olaines novads"",""Olaines pagasts"",""Jāņupe"""
"2172,""Puriņi"",""13452"",""1829"",""56.6908780"",""24.0950776"",""Labā"",""V12"","""",""Olaines novads"",""Olaines pagasts"",""Jāņupe"""
"2173,""Sēļi"",""15770"",""6540"",""56.8977668"",""24.0350276"",""Labā"",""P132"","""",""Mārupes novads"","""",""Mārupe"""
"2174,""Sēļi"",""15771"",""6540"",""56.8982568"",""24.0379203"",""Kreisā"",""P132"","""",""Mārupes novads"","""",""Mārupe"""
"2175,""Purpļi"",""13922"",""2808"",""56.1203387"",""27.5278530"",""Labā"",""V616"","""",""Dagdas novads"",""Dagdas pagasts"","""""
"2176,""Purpļi"",""13923"",""2808"",""56.1207040"",""27.5279653"",""Kreisā"",""V616"","""",""Dagdas novads"",""Dagdas pagasts"","""""
"2177,""Pustjaki"",""13388"",""1662"",""56.4781651"",""27.7397198"",""Labā"",""P49"","""",""Ludzas novads"",""Ņukšu pagasts"","""""
"2178,""Pustjaki"",""13389"",""1662"",""56.4786400"",""27.7394351"",""Kreisā"",""P49"","""",""Ludzas novads"",""Ņukšu pagasts"","""""
"2179,""Putni"",""13610"",""2099"",""56.6637247"",""27.0193833"",""Kreisā"",""V561"","""",""Rēzeknes novads"",""Gaigalavas pagasts"","""""
"2180,""Putni"",""13611"",""2099"",""56.6637821"",""27.0192103"",""Labā"",""V561"","""",""Rēzeknes novads"",""Gaigalavas pagasts"","""""
"2181,""Putniņi"",""13422"",""1781"",""56.5071079"",""26.4063836"",""Labā"",""P62"","""",""Krustpils novads"",""Atašienes pagasts"","""""
"2182,""Putniņi"",""13423"",""1781"",""56.5071192"",""26.4059981"",""Kreisā"",""P62"","""",""Krustpils novads"",""Atašienes pagasts"","""""
"2183,""Putniņi"",""14192"",""3333"",""56.6803629"",""23.2254500"",""Kreisā"",""V1101"","""",""Dobeles novads"",""Dobeles pagasts"","""""
"2184,""Putniņi"",""14193"",""3333"",""56.6809458"",""23.2252658"",""Labā"",""V1101"","""",""Dobeles novads"",""Dobeles pagasts"","""""
"2185,""Putnu fabrika"",""13751"",""2488"",""55.9995299"",""26.6856663"",""Kreisā"",""V681"","""",""Daugavpils novads"",""Maļinovas pagasts"",""Maļinova"""
"2186,""Putnu ferma"",""13424"",""1783"",""56.7450484"",""24.7861965"",""Labā"",""V969"","""",""Ķeguma novads"",""Rembates pagasts"","""""
"2187,""Putnu ferma"",""13425"",""1783"",""56.7456141"",""24.7858909"",""Kreisā"",""V969"","""",""Ķeguma novads"",""Rembates pagasts"","""""
"2188,""Putraimi"",""14276"",""3486"",""56.2678725"",""26.1922788"",""Kreisā"",""V783"","""",""Jēkabpils novads"",""Dunavas pagasts"","""""
"2189,""Putraimi"",""14277"",""3486"",""56.2681430"",""26.1924233"",""Labā"",""V783"","""",""Jēkabpils novads"",""Dunavas pagasts"","""""
"2190,""Rabova"",""14268"",""3453"",""56.3685776"",""28.1171184"",""Labā"",""P52"","""",""Zilupes novads"",""Zaļesjes pagasts"","""""
"2191,""Rabova"",""14269"",""3453"",""56.3693784"",""28.1176028"",""Kreisā"",""P52"","""",""Zilupes novads"",""Zaļesjes pagasts"","""""
"2192,""Radiostacijas iela"",""15772"",""6542"",""56.9428856"",""24.2712826"",""Labā"",""P4"","""",""Ropažu novads"","""","""""
"2193,""Radiostacijas iela"",""15773"",""6542"",""56.9431352"",""24.2674239"",""Kreisā"",""P4"","""",""Ropažu novads"","""","""""
"2194,""Radiotehnika"",""13228"",""1145"",""56.7255937"",""24.1879952"",""Labā"",""V27"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Dzērumi"""
"2195,""Radiotehnika"",""13229"",""1145"",""56.7256074"",""24.1881919"",""Kreisā"",""V27"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Dzērumi"""
"2196,""Radziņi"",""13867"",""2727"",""56.9823966"",""23.2605657"",""Labā"",""V1446"","""",""Engures novads"",""Smārdes pagasts"","""""
"2197,""Radziņi"",""13868"",""2727"",""56.9824762"",""23.2598263"",""Kreisā"",""V1446"","""",""Engures novads"",""Smārdes pagasts"","""""
"2198,""Ragaviki"",""14982"",""4786"",""56.2902274"",""26.4805855"",""Kreisā"",""V752"","""",""Līvānu novads"",""Sutru pagasts"","""""
"2199,""Ragaviki"",""14983"",""4786"",""56.2904787"",""26.4792042"",""Labā"",""V752"","""",""Līvānu novads"",""Sutru pagasts"","""""
"2200,""Raģeļi"",""13380"",""1641"",""56.0632423"",""27.1631113"",""Labā"",""V614"","""",""Aglonas novads"",""Grāveru pagasts"","""""
"2201,""Raibakozi"",""13080"",""834"",""56.3596915"",""27.8710701"",""Kreisā"",""V523"","""",""Ludzas novads"",""Nirzas pagasts"","""""
"2202,""Raibakozi"",""13081"",""834"",""56.3597146"",""27.8712007"",""Labā"",""V523"","""",""Ludzas novads"",""Nirzas pagasts"","""""
"2203,""Raiņa iela"",""15774"",""6543"",""56.9458261"",""23.6147226"",""Labā"","""",""Ventspils šoseja"",""Jūrmala"","""","""""
"2204,""Raiņa priedes"",""15775"",""6544"",""56.9650892"",""23.7432476"",""Kreisā"","""",""Dubultu prospekts"",""Jūrmala"","""","""""
"2205,""Raiņa priedes"",""15776"",""6544"",""56.9641292"",""23.7447022"",""Labā"","""",""Strēlnieku prospekts"",""Jūrmala"","""","""""
"2206,""Raiņa prospekts"",""15777"",""6545"",""56.8193801"",""24.5821306"",""Kreisā"","""",""Jaunogres prospekts"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"2207,""Raiņa prospekts"",""15778"",""6545"",""56.8193810"",""24.5816143"",""Labā"","""",""Jaunogres prospekts"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"2208,""Reitnieki"",""13621"",""2174"",""57.5803535"",""26.9489013"",""Kreisā"",""V381"","""",""Alūksnes novads"",""Veclaicenes pagasts"","""""
"2209,""Reitnieki"",""13622"",""2174"",""57.5804129"",""26.9489323"",""Labā"",""V381"","""",""Alūksnes novads"",""Veclaicenes pagasts"","""""
"2210,""Rāmava"",""14235"",""3398"",""56.8919230"",""24.1482527"","""",""V1"",""Bauskas iela"",""Ķekavas novads"",""Ķekavas pagasts"",""Valdlauči"""
"2211,""Rāmava"",""14236"",""3402"",""56.8943225"",""24.1526953"",""Labā"",""V2"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Valdlauči"""
"2212,""Rāmava"",""14237"",""3402"",""56.8943373"",""24.1549043"",""Kreisā"",""V2"","""",""Ķekavas novads"",""Ķekavas pagasts"",""Valdlauči"""
"2213,""Rampāni"",""13505"",""1922"",""56.5058261"",""26.9258064"",""Kreisā"",""V595"","""",""Viļānu novads"",""Viļānu pagasts"","""""
"2214,""Rāmuļu skola"",""13709"",""2425"",""57.2117345"",""25.4135210"",""Labā"",""V294"","""",""Cēsu novads"",""Vaives pagasts"","""""
"2215,""Rāmuļu skola"",""13710"",""2425"",""57.2121456"",""25.4129870"",""Kreisā"",""V294"","""",""Cēsu novads"",""Vaives pagasts"","""""
"2216,""Randoti"",""14763"",""4139"",""56.7566345"",""26.1092403"",""Kreisā"",""V876"","""",""Madonas novads"",""Mārcienas pagasts"","""""
"2217,""Randoti"",""14764"",""4139"",""56.7568830"",""26.1092751"",""Labā"",""V876"","""",""Madonas novads"",""Mārcienas pagasts"","""""
"2218,""Rasas"",""12859"",""551"",""56.7045151"",""24.8684741"",""Labā"",""A6"","""",""Lielvārdes novads"",""Lielvārdes pagasts"",""Kaibala"""
"2219,""Rasas"",""12820"",""551"",""56.7048556"",""24.8676557"",""Kreisā"",""A6"","""",""Lielvārdes novads"",""Lielvārdes pagasts"",""Kaibala"""
"2220,""Rasas"",""12818"",""548"",""57.2362493"",""23.1741159"",""Kreisā"",""P131"","""",""Engures novads"",""Engures pagasts"","""""
"2221,""Rasas"",""12814"",""548"",""57.2367950"",""23.1740632"",""Labā"",""P131"","""",""Engures novads"",""Engures pagasts"","""""
"2222,""Ratenieki"",""13188"",""1070"",""57.5070960"",""26.9807444"",""Kreisā"",""V384"","""",""Alūksnes novads"",""Ziemera pagasts"","""""
"2223,""Ratenieki"",""13189"",""1070"",""57.5071841"",""26.9807334"",""Labā"",""V384"","""",""Alūksnes novads"",""Ziemera pagasts"","""""
"2224,""Raudas kapi"",""14800"",""4316"",""57.0058043"",""23.1633337"",""Labā"",""V1482"","""",""Tukuma novads"",""Sēmes pagasts"","""""
"2225,""Raudītes"",""14521"",""3839"",""58.0054903"",""25.0267587"",""Kreisā"",""V170"","""",""Mazsalacas novads"",""Ramatas pagasts"","""""
"2226,""Raudītes"",""14522"",""3839"",""58.0058722"",""25.0256781"",""Labā"",""V170"","""",""Mazsalacas novads"",""Ramatas pagasts"","""""
"2227,""Rauši"",""14500"",""3815"",""57.0057115"",""25.6451543"",""Kreisā"",""V309"","""",""Vecpiebalgas novads"",""Kaives pagasts"","""""
"2228,""Rauši"",""14501"",""3815"",""57.0057212"",""25.6452024"",""Labā"",""V309"","""",""Vecpiebalgas novads"",""Kaives pagasts"","""""
"2229,""Rāvāji"",""14535"",""3863"",""56.4925403"",""23.5803719"",""Labā"",""V1056"","""",""Jelgavas novads"",""Zaļenieku pagasts"","""""
"2230,""Rāvāji"",""14536"",""3863"",""56.4954572"",""23.5828807"",""Kreisā"",""V1056"","""",""Jelgavas novads"",""Zaļenieku pagasts"","""""
"2231,""Ražotāji"",""14688"",""4005"",""56.5139995"",""22.8770526"",""Labā"",""V1128"","""",""Auces novads"",""Lielauces pagasts"","""""
"2232,""Recijas"",""14670"",""3991"",""56.7382766"",""25.5796970"",""Labā"",""P79"","""",""Kokneses novads"",""Bebru pagasts"","""""
"2233,""Rečiņi"",""14575"",""3911"",""57.4603695"",""27.2853207"",""Labā"",""P40"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2234,""Rečiņi"",""14576"",""3911"",""57.4604746"",""27.2843451"",""Kreisā"",""P40"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"2235,""Regži"",""14680"",""4000"",""56.3288779"",""27.2883868"",""Labā"",""P56"","""",""Rēzeknes novads"",""Lūznavas pagasts"","""""
"2236,""Regži"",""14681"",""4000"",""56.3291282"",""27.2896960"",""Kreisā"",""P56"","""",""Rēzeknes novads"",""Lūznavas pagasts"","""""
"2237,""Rekslēni"",""13540"",""1986"",""56.8366156"",""25.8216404"",""Kreisā"",""V885"","""",""Madonas novads"",""Vestienas pagasts"","""""
"2238,""Rekslēni"",""13541"",""1986"",""56.8366922"",""25.8216609"",""Labā"",""V885"","""",""Madonas novads"",""Vestienas pagasts"","""""
"2239,""Remberģi"",""15779"",""6546"",""57.0668870"",""24.4781410"",""Kreisā"",""A2"","""",""Ropažu novads"","""","""""
"2240,""Remberģi"",""15780"",""6546"",""57.0632690"",""24.4726110"",""Labā"",""A2"","""",""Ropažu novads"","""","""""
"2241,""Rencēni"",""13179"",""1046"",""57.1868990"",""25.3253640"",""Labā"",""P31"","""",""Amatas novads"",""Amatas pagasts"","""""
"2242,""Rencēni"",""13180"",""1046"",""57.1866100"",""25.3251330"",""Kreisā"",""P31"","""",""Amatas novads"",""Amatas pagasts"","""""
"2243,""Rengentova"",""13968"",""2870"",""56.2847415"",""26.5280773"",""Kreisā"",""V752"","""",""Līvānu novads"",""Sutru pagasts"","""""
"2244,""Rengentova"",""13969"",""2870"",""56.2851319"",""26.5277471"",""Labā"",""V752"","""",""Līvānu novads"",""Sutru pagasts"","""""
"2245,""Rēzēni"",""14656"",""3979"",""56.9868644"",""26.1865975"",""Labā"",""V840"","""",""Cesvaines novads"",""Cesvaines pagasts"","""""
"2246,""Rēzēni"",""14657"",""3979"",""56.9869145"",""26.1865810"",""Kreisā"",""V840"","""",""Cesvaines novads"",""Cesvaines pagasts"","""""
"2247,""Rēzes"",""12878"",""552"",""56.7447147"",""23.1329519"",""Kreisā"",""V1101"","""",""Tukuma novads"",""Lestenes pagasts"","""""
"2248,""Rēzes"",""12873"",""552"",""56.7450654"",""23.1316455"",""Labā"",""V1101"","""",""Tukuma novads"",""Lestenes pagasts"","""""
"2249,""Riekstiņi"",""15781"",""6550"",""56.8808608"",""23.9647282"",""Labā"",""P132"","""",""Mārupes novads"","""","""""
"2250,""Riekstiņi"",""15782"",""6550"",""56.8818527"",""23.9693732"",""Kreisā"",""P132"","""",""Mārupes novads"","""","""""
"2253,""Krustkalni"",""12888"",""554"",""56.8931980"",""24.1434040"",""Labā"","""",""V17 Krustkalni - Krogsils"",""Ķekavas novads"",""Ķekavas pagasts"",""Krustkalni"""
"2254,""Rimi"",""15783"",""6553"",""56.9753047"",""23.8586906"",""Kreisā"","""",""Viestura iela"",""Jūrmala"","""","""""
"2255,""Rimši"",""13817"",""2642"",""55.9756737"",""26.4545369"",""Kreisā"",""V679"","""",""Daugavpils novads"",""Līksnas pagasts"",""Rimši"""
